#,Project Name,Client / Company,Year,Image/file Name,Short Excerpt (for card),Technologies Used,Full Description (Rich HTML)
114,Outdoor High-Density Public Wi-Fi Network Engineering,Global Village / Event Infra,2021,Outdoor-High-Density-Public-Wi-Fi-Network-Engineering.png,"Performed RF spectrum analysis, heatmapping, and controller setup for outdoor high-density public Wi-Fi deployments.","Ruckus / Aruba Wireless, RF Heatmapping, Captive Portal, 802.11ac, Channel Planning","<h2>Outdoor High-Density Public Wi-Fi Network Engineering</h2><p>Architected outdoor wireless coverage for high-density public event areas, optimizing channel allocation and signal handoff.</p><h3>Key Features & Implementation</h3><ul><li><strong>RF Spectrum Optimization:</strong> Conducted site surveys to plan non-overlapping 2.4GHz and 5GHz radio channel maps.</li><li><strong>Captive Portal Onboarding:</strong> Configured guest bandwidth rate-limiting and session time limits.</li><li><strong>Interference Mitigation:</strong> Adjusted Access Point power output to prevent adjacent channel co-interference.</li></ul>"
115,Data Center Precision Cooling & Airflow Management Setup,Electritech Technology,2019,Data-Center-Precision-Cooling-Airflow-Management-Setup.png,"Configured server room precision air conditioning (CRAC) units, hot/cold aisle containment, and environmental monitoring probes.","CRAC Units, Environmental SNMP Monitoring, Airflow Management, Thermal Probes",<h2>Data Center Precision Cooling & Airflow Management Setup</h2><p>Optimized server room physical environmental conditions to maintain baseline operating temperatures for server equipment.</p><h3>Key Features & Implementation</h3><ul><li><strong>Aisle Containment:</strong> Installed physical blanking panels to eliminate hot-air recirculation into server intakes.</li><li><strong>SNMP Temperature Alerts:</strong> Programmed threshold alerts sending immediate notifications if ambient temp exceeded 24°C.</li><li><strong>CRAC Redundancy:</strong> Set up dual alternating precision cooling units for 24/7 climate stability.</li></ul>
116,Enterprise On-Premises Mail Server (Exchange) Hardening,Al Zain Oasis Technology,2020,Enterprise-On-Premises-Mail-Server-(Exchange)-Hardening.png,"Hardened on-premises Microsoft Exchange Server infrastructure, applying Cumulative Updates, RPC-over-HTTP, and SSL certificates.","Microsoft Exchange Server, Exchange Admin Center, TLS Certificates, Anti-Spam Rules","<h2>Enterprise On-Premises Mail Server (Exchange) Hardening</h2><p>Managed operational health, patch maintenance, and transport rule security for client Microsoft Exchange Server deployments.</p><h3>Key Features & Implementation</h3><ul><li><strong>TLS Certificate Renewal:</strong> Installed trusted third-party SSL/TLS certificates across IIS and SMTP services.</li><li><strong>Anti-Spam & Transport Filtering:</strong> Configured connection filtering, IP block lists, and attachment size restrictions.</li><li><strong>Database Maintenance:</strong> Managed Exchange EDB database defragmentation and automated backup verification.</li></ul>"
117,Remote Management & RDP Security Hardening Framework,Business Systems House,2024,Remote-Management-RDP-Security-Hardening-Framework.png,"Hardened remote administrative RDP access, disabling default ports, enforcing NLA, and binding multi-factor authentication.","Remote Desktop Services (RDS), NLA, Duo MFA, Windows Firewall, Group Policy","<h2>Remote Management & RDP Security Hardening Framework</h2><p>Eliminated unauthorized RDP brute-force attack vectors across enterprise servers by enforcing zero-trust administrative access controls.</p><h3>Key Features & Implementation</h3><ul><li><strong>Network Level Authentication (NLA):</strong> Enforced mandatory NLA on all server Remote Desktop listening endpoints.</li><li><strong>MFA Binding:</strong> Integrated Duo MFA push notifications for all administrative server logins.</li><li><strong>Port & Subnet Restriction:</strong> Blocked direct public RDP access, restricting logins strictly via encrypted Jump Hosts.</li></ul>"
118,Branch Office IT Infrastructure Turnkey Setup,Al Zain Oasis Technology,2020,Branch-Office-IT-Infrastructure-Turnkey-Setup.png,"Executed end-to-end turnkey IT provisioning for new regional branch offices, including racking, cabling, ISP coordination, and PCs.","IT Infrastructure Setup, Switch Racking, Router Setup, Desktop Imaging, Patching","<h2>Branch Office IT Infrastructure Turnkey Setup</h2><p>Managed full lifecycle IT provisioning for new corporate branch offices from blank room to operational site.</p><h3>Key Features & Implementation</h3><ul><li><strong>Hardware Deployment:</strong> Installed network rack, switches, routers, IP phones, and workstations.</li><li><strong>Automated OS Staging:</strong> Imaged client PCs using standardized master system images containing pre-configured security tools.</li><li><strong>ISP Circuit Activation:</strong> Coordinated with local telecom providers to terminate and test primary internet lines.</li></ul>"
119,Digital Forensics Incident Triage & Evidence Recovery,Information Security Practice,2023,Digital-Forensics-Incident-Triage-Evidence-Recovery.png,"Conducted digital forensic investigations, memory dump analyses, and disk image acquisitions following system compromise incidents.","FTK Imager, CyberChef, Volatility, Memory Forensics, Event Log Parsing",<h2>Digital Forensics Incident Triage & Evidence Recovery</h2><p>Performed technical forensic analysis to identify malware persistence mechanisms and account breach vectors.</p><h3>Key Features & Implementation</h3><ul><li><strong>Forensic Disk Imaging:</strong> Created write-blocked bit-stream images of affected system drives for offline analysis.</li><li><strong>RAM Memory Analysis:</strong> Extracted volatile RAM artifacts using Volatility to detect un-injected DLL payloads.</li><li><strong>Incident Timeline Reconstruction:</strong> Reconstructed chronological attack timelines from Windows Security Event logs.</li></ul>
120,Snooker / Sports Facility Management IT Setup,Sports Facility Project,2022,Snooker-Sports-Facility-Management-IT-Setup.png,"Designed and implemented the complete IT infrastructure, POS network, public Wi-Fi, and scoring system network for a sports facility.","POS Networking, Guest Wi-Fi, Micro-Switching, Local Servers, VLANs","<h2>Snooker / Sports Facility Management IT Setup</h2><p>Architected network infrastructure, automated display scoring connections, and point-of-sale terminals for specialized sports venues.</p><h3>Key Features & Implementation</h3><ul><li><strong>POS Network Segmentation:</strong> Isolated payment terminals and credit card processing devices onto a dedicated PCI-compliant VLAN.</li><li><strong>Public Guest Wi-Fi:</strong> Deployed bandwidth-managed guest Wi-Fi coverage across the facility.</li><li><strong>Scoring Display Connectivity:</strong> Connected digital scoreboards to central management servers over low-latency wired Ethernet.</li></ul>"
121,Multi-Factor Authentication (MFA) Fatigue Protection & Number Matching,Business Systems House,2026,Multi-Factor-Authentication-(MFA)-Fatigue-Protection-Number-Matching.png,Enforced Microsoft Entra ID Number Matching and Location Context in authenticator app push notifications to mitigate MFA fatigue attacks.,"Microsoft Entra ID MFA, Number Matching, Location Context, Conditional Access, FIDO2",<h2>Multi-Factor Authentication (MFA) Fatigue Protection & Number Matching</h2><p>Upgraded corporate MFA security policies across all user accounts to defeat MFA prompt bombing and fatigue attack vectors.</p><h3>Key Features & Implementation</h3><ul><li><strong>Number Matching Enforcement:</strong> Mandated entering matching display numbers in the Microsoft Authenticator app to approve sign-in attempts.</li><li><strong>Geographic Location Display:</strong> Enabled real-time city and IP location context within push notification prompts to alert users of fraudulent login attempts.</li><li><strong>Legacy Auth Block:</strong> Disabled legacy IMAP/POP3 authentication protocols across all Exchange Online mailboxes to prevent MFA bypass.</li></ul>
122,Edge Web Application Firewall (WAF) Rule Hardening & OWASP Top 10,Business Systems House,2026,Edge-Web-Application-Firewall-(WAF)-Rule-Hardening-OWASP-Top-10.png,"Hardened edge Web Application Firewall (WAF) rule profiles, mitigating OWASP Top 10 web application security risks and SQL injection vectors.","WAF, OWASP Top 10, FortiWeb, ModSecurity, HTTP Security Headers, Reverse Proxy","<h2>Edge Web Application Firewall (WAF) Rule Hardening & OWASP Top 10</h2><p>Configured web application firewall rulesets to inspect and filter inbound web traffic targeting production web applications.</p><h3>Key Features & Implementation</h3><ul><li><strong>SQLi & XSS Inspection:</strong> Configured deep payload inspection to block SQL injection, cross-site scripting (XSS), and remote code execution attempts.</li><li><strong>Rate Limiting & Anti-Scraping:</strong> Applied request rate limits to login and API endpoints to stop automated brute-force scripts.</li><li><strong>Virtual Patching:</strong> Deployed immediate WAF virtual patching rules for newly disclosed web application vulnerabilities prior to code fixes.</li></ul>"
123,Enterprise Active Directory DNS Security & Response Rate Limiting,Business Systems House,2025,Enterprise-Active-Directory-DNS-Security-Response-Rate-Limiting.png,"Hardened Active Directory integrated DNS infrastructure, implementing Response Rate Limiting (RRL), cache locking, and secure zone transfers.","Windows Server DNS, DNSSEC, Response Rate Limiting (RRL), Cache Locking, Active Directory","<h2>Enterprise Active Directory DNS Security & Response Rate Limiting</h2><p>Secured core domain name resolution infrastructure against cache poisoning, DNS amplification attacks, and unauthorized zone transfers.</p><h3>Key Features & Implementation</h3><ul><li><strong>DNS Cache Locking:</strong> Enforced DNS cache locking at 100% to prevent overwriting cached records during active TTL periods.</li><li><strong>Restricted Zone Transfers:</strong> Configured DNS zone transfer permissions strictly to explicit, authorized secondary DNS server IP addresses.</li><li><strong>RRL & socket Pooling:</strong> Enabled Response Rate Limiting (RRL) and DNS socket pooling to neutralize DNS amplification attack vectors.</li></ul>"
